session_code,id_in_session,participant_code,channel,nickname,body,timestamp
lz09lc4v,13,ypk0ruqj,39-bargaining_tdl_main-58_1_3,LeftPartner,well  guess its me this time ,1787070151.117659
lz09lc4v,13,ypk0ruqj,39-bargaining_tdl_main-58_1_3,LeftPartner,then you next,1787070154.5780334
lz09lc4v,3,ib3eigh4,39-bargaining_tdl_main-58_1_3,RightPartner,Yes :),1787070158.021291
lz09lc4v,13,ypk0ruqj,39-bargaining_tdl_main-58_1_3,LeftPartner,okay deal,1787070160.843985
lz09lc4v,3,ib3eigh4,39-bargaining_tdl_main-58_1_3,RightPartner,deal,1787070164.4383905
lz09lc4v,8,ido8g67i,39-bargaining_tdl_main-60_1_2,RightPartner,I think the best way to go is to support each other. What do you think?,1787070183.5691953
lz09lc4v,7,1ygxe0ok,39-bargaining_tdl_main-60_1_3,RightPartner,Hey purple.,1787070188.192754
lz09lc4v,9,m7j79gp2,39-bargaining_tdl_main-60_2_3,RightPartner,I don't like that one person will get nothing no matter what,1787070190.651083
lz09lc4v,9,m7j79gp2,39-bargaining_tdl_main-60_1_3,LeftPartner,hey,1787070196.45175
lz09lc4v,7,1ygxe0ok,39-bargaining_tdl_main-60_1_2,LeftPartner,Hey Orange.,1787070197.9573517
lz09lc4v,8,ido8g67i,39-bargaining_tdl_main-60_2_3,LeftPartner,Me neither.,1787070205.4133592
lz09lc4v,9,m7j79gp2,39-bargaining_tdl_main-60_1_3,LeftPartner,I don't like how one person will end up with nothing no matter what,1787070213.5516055
lz09lc4v,8,ido8g67i,39-bargaining_tdl_main-60_1_2,RightPartner,Hey! What do you think about supporting each other? $3 is better than nothing.,1787070224.4703107
lz09lc4v,9,m7j79gp2,39-bargaining_tdl_main-60_2_3,RightPartner,I'm not sure what to do,1787070227.3101878
lz09lc4v,7,1ygxe0ok,39-bargaining_tdl_main-60_1_3,RightPartner,What do you suggest we do then,1787070228.5127947
lz09lc4v,9,m7j79gp2,39-bargaining_tdl_main-60_1_3,LeftPartner,I am not sure,1787070232.4733171
lz09lc4v,9,m7j79gp2,39-bargaining_tdl_main-60_1_3,LeftPartner,Almost leaning towards the option where no one gets anything just because it's fair,1787070252.5444272
lz09lc4v,7,1ygxe0ok,39-bargaining_tdl_main-60_1_2,LeftPartner,"I agree Orange, either way someone will leave with nothing.",1787070262.258122
lz09lc4v,8,ido8g67i,39-bargaining_tdl_main-60_1_2,RightPartner,Definitely,1787070270.928524
lz09lc4v,8,ido8g67i,39-bargaining_tdl_main-60_2_3,LeftPartner,I think no matter what you need to try to protect yourself.,1787070283.1482866
lz09lc4v,7,1ygxe0ok,39-bargaining_tdl_main-60_1_3,RightPartner,"Lol, never though of that.",1787070286.3398523
lz09lc4v,18,qukn8o4s,39-bargaining_tdl_main-61_2_3,RightPartner,Hi,1787070300.3193877
lz09lc4v,18,qukn8o4s,39-bargaining_tdl_main-61_1_3,LeftPartner,Hi,1787070303.2554877
lz09lc4v,17,iv1p8el6,39-bargaining_tdl_main-61_2_3,LeftPartner,Hii,1787070309.6878796
lz09lc4v,14,zgntxztx,39-bargaining_tdl_main-61_1_3,RightPartner,Hi,1787070312.1106558
lz09lc4v,17,iv1p8el6,39-bargaining_tdl_main-61_1_2,RightPartner,Hi!,1787070315.748703
lz09lc4v,14,zgntxztx,39-bargaining_tdl_main-61_1_2,LeftPartner,Hello,1787070317.9040983
lz09lc4v,7,1ygxe0ok,39-bargaining_tdl_main-60_1_2,LeftPartner,You suggest we support each other?,1787070318.082626
lz09lc4v,14,zgntxztx,39-bargaining_tdl_main-61_1_2,LeftPartner,You're orange?,1787070326.1809318
lz09lc4v,8,ido8g67i,39-bargaining_tdl_main-60_1_2,RightPartner,Definitely!,1787070331.309259
lz09lc4v,17,iv1p8el6,39-bargaining_tdl_main-61_1_2,RightPartner,I am ,1787070335.5651746
lz09lc4v,9,m7j79gp2,39-bargaining_tdl_main-60_2_3,RightPartner,I don't know how that would work because unless we all agree to something then we might not know who the other person chose,1787070336.5510683
lz09lc4v,14,zgntxztx,39-bargaining_tdl_main-61_1_2,LeftPartner,Happens to be my favorite color,1787070344.3242598
lz09lc4v,14,zgntxztx,39-bargaining_tdl_main-61_1_3,RightPartner,you are purple?,1787070350.0357668
lz09lc4v,18,qukn8o4s,39-bargaining_tdl_main-61_1_3,LeftPartner,yes,1787070354.9068217
lz09lc4v,17,iv1p8el6,39-bargaining_tdl_main-61_1_2,RightPartner,And yellow happens to be mine ,1787070357.9009254
lz09lc4v,9,m7j79gp2,39-bargaining_tdl_main-60_2_3,RightPartner,I told the other participant that maybe we should just do the option where everyone gets 0 because it's fair,1787070359.7564013
lz09lc4v,7,1ygxe0ok,39-bargaining_tdl_main-60_1_3,RightPartner,I would love us to support each other nonetheless.,1787070359.9481335
lz09lc4v,14,zgntxztx,39-bargaining_tdl_main-61_1_3,RightPartner,happen to be my fav color,1787070362.794007
lz09lc4v,9,m7j79gp2,39-bargaining_tdl_main-60_1_3,LeftPartner,agreed,1787070366.2252202
lz09lc4v,18,qukn8o4s,39-bargaining_tdl_main-61_1_3,LeftPartner,nice,1787070369.3636918
lz09lc4v,17,iv1p8el6,39-bargaining_tdl_main-61_1_2,RightPartner,I think that means we should support each other ,1787070370.2120652
lz09lc4v,14,zgntxztx,39-bargaining_tdl_main-61_1_2,LeftPartner,"well, what are  the odds lol",1787070370.3649724
lz09lc4v,17,iv1p8el6,39-bargaining_tdl_main-61_1_2,RightPartner,lol,1787070374.8414044
lz09lc4v,14,zgntxztx,39-bargaining_tdl_main-61_1_2,LeftPartner,yes I agree. support. ,1787070385.4418519
lz09lc4v,7,1ygxe0ok,39-bargaining_tdl_main-60_1_3,RightPartner,I am however impressed by your way of looking at it.,1787070385.7163877
lz09lc4v,8,ido8g67i,39-bargaining_tdl_main-60_2_3,LeftPartner,That would make no sense. At least someone get something out of this exercise.,1787070387.8691447
lz09lc4v,7,1ygxe0ok,39-bargaining_tdl_main-60_1_2,LeftPartner,I am game,1787070391.4337366
lz09lc4v,8,ido8g67i,39-bargaining_tdl_main-60_1_2,RightPartner,Great! I'll definitely support you.,1787070402.6857488
lz09lc4v,14,zgntxztx,39-bargaining_tdl_main-61_1_3,RightPartner,how's your day?,1787070408.316913
lz09lc4v,17,iv1p8el6,39-bargaining_tdl_main-61_1_2,RightPartner,"Okay, sounds good! My conversation with purple stopped at hi. lol",1787070411.4172242
lz09lc4v,9,m7j79gp2,39-bargaining_tdl_main-60_2_3,RightPartner,I guess but how are we going to decide who is the most worthy,1787070414.5512633
lz09lc4v,7,1ygxe0ok,39-bargaining_tdl_main-60_1_2,LeftPartner,Should we toast. lol,1787070415.7141235
lz09lc4v,18,qukn8o4s,39-bargaining_tdl_main-61_1_3,LeftPartner,its been good. How about yours?,1787070421.2640154
lz09lc4v,8,ido8g67i,39-bargaining_tdl_main-60_1_2,RightPartner,LOL,1787070422.553109
lz09lc4v,14,zgntxztx,39-bargaining_tdl_main-61_1_2,LeftPartner,haha sorry to hear,1787070426.2812588
lz09lc4v,8,ido8g67i,39-bargaining_tdl_main-60_2_3,LeftPartner,No one is more worthy of anyone else.,1787070436.458206
lz09lc4v,14,zgntxztx,39-bargaining_tdl_main-61_1_3,RightPartner,just doing the big prolific run,1787070438.739334
lz09lc4v,18,qukn8o4s,39-bargaining_tdl_main-61_2_3,RightPartner,How's your day been?,1787070442.5610018
lz09lc4v,14,zgntxztx,39-bargaining_tdl_main-61_1_2,LeftPartner,ok I am out of the chat now. thanks!,1787070450.0603218
lz09lc4v,7,1ygxe0ok,39-bargaining_tdl_main-60_1_3,RightPartner,"Alright, I got you.",1787070460.7210548
lz09lc4v,9,m7j79gp2,39-bargaining_tdl_main-60_1_3,LeftPartner,Unfortunately I always strive for equality even if it means no one gets anything lol,1787070463.5512261
lz09lc4v,8,ido8g67i,39-bargaining_tdl_main-60_2_3,LeftPartner,"We could all go in blindly and whoever is lucky, they will get a few extra bucks",1787070465.6289356
lz09lc4v,9,m7j79gp2,39-bargaining_tdl_main-60_2_3,RightPartner,"Maybe, I think I'm just not going to choose anyone and bow out lol",1787070502.3502734
lz09lc4v,7,1ygxe0ok,39-bargaining_tdl_main-60_1_3,RightPartner,"I feel you, maybe this one demands equity. ",1787070510.932091
lz09lc4v,22,dq880z0r,39-bargaining_tdl_main-62_2_3,RightPartner,"hellooo, how are you doing?",1787071193.655796
lz09lc4v,20,1rx921mk,39-bargaining_tdl_main-62_2_3,LeftPartner,I will support you,1787071205.0850368
lz09lc4v,20,1rx921mk,39-bargaining_tdl_main-62_2_3,LeftPartner,"I'm good, how are you??",1787071213.2651649
lz09lc4v,20,1rx921mk,39-bargaining_tdl_main-62_2_3,LeftPartner,The other participant left the chat so its just me and you,1787071232.1893506
lz09lc4v,22,dq880z0r,39-bargaining_tdl_main-62_2_3,RightPartner,I will support you too,1787071232.949912
lz09lc4v,20,1rx921mk,39-bargaining_tdl_main-62_2_3,LeftPartner,"Ok, sounds good! Lets make that money!",1787071246.7464783
lz09lc4v,22,dq880z0r,39-bargaining_tdl_main-62_2_3,RightPartner,I'm good,1787071251.6926997
lz09lc4v,22,dq880z0r,39-bargaining_tdl_main-62_2_3,RightPartner,how is your day going,1787071259.200684
lz09lc4v,20,1rx921mk,39-bargaining_tdl_main-62_2_3,LeftPartner,"Good, been working alot. Sun is out and its a good day",1787071275.1280634
lz09lc4v,20,1rx921mk,39-bargaining_tdl_main-62_2_3,LeftPartner,how about yours?,1787071279.2486026
lz09lc4v,22,dq880z0r,39-bargaining_tdl_main-62_2_3,RightPartner,"yeah , same here, we should move to the next step right",1787071306.9738412
lz09lc4v,20,1rx921mk,39-bargaining_tdl_main-62_2_3,LeftPartner,I think so! lol have a good day ,1787071321.1216514
lz09lc4v,22,dq880z0r,39-bargaining_tdl_main-62_2_3,RightPartner,same,1787071325.7161183
lz09lc4v,26,0obvv4ex,39-bargaining_tdl_main-63_2_3,RightPartner,hi,1787072339.968454
lz09lc4v,26,0obvv4ex,39-bargaining_tdl_main-63_1_3,LeftPartner,hi,1787072353.0367353
lz09lc4v,24,7ow4zsjy,39-bargaining_tdl_main-63_1_3,RightPartner,Hi! ,1787072359.9101174
lz09lc4v,24,7ow4zsjy,39-bargaining_tdl_main-63_1_2,LeftPartner,Hi!,1787072364.3091578
lz09lc4v,26,0obvv4ex,39-bargaining_tdl_main-63_2_3,RightPartner,how should we procveed?,1787072369.8243666
lz09lc4v,26,0obvv4ex,39-bargaining_tdl_main-63_1_3,LeftPartner,How should we proceed?,1787072383.2803745
lz09lc4v,25,y9clzplc,39-bargaining_tdl_main-63_1_2,RightPartner,Hey.  I am trying to figure out how we can all max out.,1787072467.9208727
lz09lc4v,25,y9clzplc,39-bargaining_tdl_main-63_1_2,RightPartner,"Well, I guess its you and me.  Purple left",1787072488.7742229
lz09lc4v,24,7ow4zsjy,39-bargaining_tdl_main-63_1_2,LeftPartner,I agree. Purple and I will support you.,1787072491.2926433
lz09lc4v,24,7ow4zsjy,39-bargaining_tdl_main-63_1_2,LeftPartner,"Yes, purple left. They were here a little while with me.",1787072511.802374
lz09lc4v,25,y9clzplc,39-bargaining_tdl_main-63_1_2,RightPartner,Purple is gone so we may as well just support each other,1787072512.887201
lz09lc4v,24,7ow4zsjy,39-bargaining_tdl_main-63_1_2,LeftPartner,I am ok with that.,1787072533.4445298
lz09lc4v,25,y9clzplc,39-bargaining_tdl_main-63_1_2,RightPartner,I'm ready to go if you are.,1787072534.6654513
lz09lc4v,25,y9clzplc,39-bargaining_tdl_main-63_1_2,RightPartner,I'm hitting Next,1787072544.4899197
lz09lc4v,24,7ow4zsjy,39-bargaining_tdl_main-63_1_2,LeftPartner,"Ok, bye.",1787072548.356499
