participant.id_in_session,participant.code,participant.label,participant._index_in_pages,participant.payoff,participant.inactive_excluded,participant.inactive_excluded_reason,participant.group_dropped,participant.part1_payoff_eligible,participant.group_outcome,participant.part1_group_id,session.code,bargaining_tdl_intro.1.player.time_welcome,bargaining_tdl_intro.1.player.time_instructions_part1,bargaining_tdl_intro.1.player.time_control_questions,bargaining_tdl_main.1.player.id_in_group,bargaining_tdl_main.1.player.payoff,bargaining_tdl_main.1.player.player_color,bargaining_tdl_main.1.player.treatment,bargaining_tdl_main.1.player.part1_calculated_payoff,bargaining_tdl_main.1.player.signal_left,bargaining_tdl_main.1.player.signal_right,bargaining_tdl_main.1.player.first_intention_selected,bargaining_tdl_main.1.player.guess_left_confidence,bargaining_tdl_main.1.player.guess_right_confidence,bargaining_tdl_main.1.player.time_welcome,bargaining_tdl_main.1.player.time_chat,bargaining_tdl_main.1.player.time_signals,bargaining_tdl_main.1.player.decision_choice,bargaining_tdl_main.1.player.decision_option_1,bargaining_tdl_main.1.player.decision_option_2,bargaining_tdl_main.1.player.decision_option_3,bargaining_tdl_main.1.player.received_signal_left,bargaining_tdl_main.1.player.received_signal_right,bargaining_tdl_main.1.player.id_player_on_the_left,bargaining_tdl_main.1.player.id_player_on_the_right,bargaining_tdl_main.1.player.id_player_visualized_on_the_left,bargaining_tdl_main.1.player.id_player_visualized_on_the_right,bargaining_tdl_main.1.player.time_decision,bargaining_tdl_main.1.player.time_post_decision_confidence,bargaining_tdl_main.1.player.chat_interrupted,bargaining_tdl_main.1.player.part1_payoff_eligible,bargaining_tdl_main.1.player.decision_inactive,bargaining_tdl_main.1.player.signal_inactive,bargaining_tdl_main.1.player.received_signal_left_inactive,bargaining_tdl_main.1.player.received_signal_right_inactive,bargaining_tdl_main.1.player.guess_left_choice,bargaining_tdl_main.1.player.guess_right_choice,bargaining_tdl_main.1.group.id_in_subsession,bargaining_tdl_main.1.group.grp_coordinate,bargaining_tdl_main.1.group.group_outcome,bargaining_tdl_main.1.group.chat_left_p1,bargaining_tdl_main.1.group.chat_left_p2,bargaining_tdl_main.1.group.chat_left_p3,bargaining_tdl_main.1.group.group_dropped,bargaining_tdl_survey.1.player.gender,bargaining_tdl_survey.1.player.birth_year,bargaining_tdl_survey.1.player.field_of_study,bargaining_tdl_survey.1.player.university_years,bargaining_tdl_survey.1.player.main_situation,bargaining_tdl_survey.1.player.job_type,bargaining_tdl_survey.1.player.sd3_mach_01,bargaining_tdl_survey.1.player.sd3_mach_02,bargaining_tdl_survey.1.player.sd3_mach_03,bargaining_tdl_survey.1.player.sd3_mach_04,bargaining_tdl_survey.1.player.sd3_mach_05,bargaining_tdl_survey.1.player.sd3_mach_06,bargaining_tdl_survey.1.player.sd3_mach_07,bargaining_tdl_survey.1.player.sd3_mach_08,bargaining_tdl_survey.1.player.sd3_mach_09,bargaining_tdl_survey.1.player.sd3_narc_01,bargaining_tdl_survey.1.player.sd3_narc_02,bargaining_tdl_survey.1.player.sd3_narc_03,bargaining_tdl_survey.1.player.sd3_narc_04,bargaining_tdl_survey.1.player.sd3_narc_05,bargaining_tdl_survey.1.player.sd3_narc_06,bargaining_tdl_survey.1.player.sd3_narc_07,bargaining_tdl_survey.1.player.sd3_narc_08,bargaining_tdl_survey.1.player.sd3_narc_09,bargaining_tdl_survey.1.player.sd3_psych_01,bargaining_tdl_survey.1.player.sd3_psych_02,bargaining_tdl_survey.1.player.sd3_psych_03,bargaining_tdl_survey.1.player.sd3_psych_04,bargaining_tdl_survey.1.player.sd3_psych_05,bargaining_tdl_survey.1.player.sd3_psych_06,bargaining_tdl_survey.1.player.sd3_psych_07,bargaining_tdl_survey.1.player.sd3_psych_08,bargaining_tdl_survey.1.player.sd3_psych_09,bargaining_tdl_survey.1.player.willingness_future,bargaining_tdl_survey.1.player.willingness_risk,bargaining_tdl_survey.1.player.reciprocity_positive,bargaining_tdl_survey.1.player.reciprocity_negative,bargaining_tdl_survey.1.player.willingness_donate,bargaining_tdl_survey.1.player.trust_general,bargaining_tdl_survey.1.player.beauty_contest_guess,bargaining_tdl_survey.1.player.instructions_clarity,bargaining_tdl_survey.1.player.general_comment,bargaining_tdl_survey.1.player.time_survey_questions,bargaining_tdl_survey.1.player.time_survey_sd3_mach,bargaining_tdl_survey.1.player.time_survey_sd3_narc,bargaining_tdl_survey.1.player.time_survey_sd3_psych,bargaining_tdl_survey.1.player.time_survey_page4,bargaining_tdl_survey.1.player.time_survey_page10,bargaining_tdl_survey.1.player.time_survey_feedback,focal_player_id,focal_player_color,decision_target_id,decision_target_color,guess_left_target_id,guess_left_target_color,guess_right_target_id,guess_right_target_color,signal_left_target_id,signal_left_target_color,signal_right_target_id,signal_right_target_color,received_signal_left_target_id,received_signal_left_target_color,received_signal_right_target_id,received_signal_right_target_color,chat_side,partner_id,partner_color,chat_group_key,chat_status,chat_channel,chat_message_count,chat_message_count_focal_sent,chat_message_count_partner_sent,chat_first_timestamp,chat_last_timestamp,chat_transcript
14,u3223q2l,647fb4b45abf72fc35ad7855,28,3.0,,,0,1,mutual_23,207,e3cj2oap,60.3,140.9,19.43,2,3.0,Orange,public,3.0,split_other,split_you,right,3,6,60.3,169.53,7.64,Right,Right,NoOne,Left,support_none,split_you,bvfycoro,krfcck5q,krfcck5q,bvfycoro,23.74,20.14,1,1,0,0,0,0,NoOne,Left,3,1,mutual_23,1,1,1,0,0,1974,6,2,sick_disabled,not_employed,4,1,3,2,3,1,3,2,4,3,4,2,1,3,3,1,5,4,3,4,1,2,4,2,1,3,1,7,6,10,1,9,5,1.8,5,This was an interesting and challenging experiment. I felt bad about leaving one participant out. ,38.93,74.4,47.68,52.12,43.07,51.63,45.6,2,Orange,3,Purple,NoOne,NoOne,2,Orange,3,Purple,3,Purple,NoOne,NoOne,2,Orange,right,3,Purple,e3cj2oap|207,matched,16-bargaining_tdl_main-207_2_3,4,2,2,1787668400.7529566,1787668503.9914014,"[{""timestamp"":""1787668400.7529566"",""from_id"":2,""from_color"":""Orange"",""to_id"":3,""to_color"":""Purple"",""nickname"":""LeftPartner"",""participant_code"":""u3223q2l"",""body"":""Hello would you like to support each other?"",""channel"":""16-bargaining_tdl_main-207_2_3"",""parse_status"":""ok""},{""timestamp"":""1787668465.6755369"",""from_id"":3,""from_color"":""Purple"",""to_id"":2,""to_color"":""Orange"",""nickname"":""RightPartner"",""participant_code"":""krfcck5q"",""body"":""yes"",""channel"":""16-bargaining_tdl_main-207_2_3"",""parse_status"":""ok""},{""timestamp"":""1787668485.3452706"",""from_id"":2,""from_color"":""Orange"",""to_id"":3,""to_color"":""Purple"",""nickname"":""LeftPartner"",""participant_code"":""u3223q2l"",""body"":""Let do it :)"",""channel"":""16-bargaining_tdl_main-207_2_3"",""parse_status"":""ok""},{""timestamp"":""1787668503.9914014"",""from_id"":3,""from_color"":""Purple"",""to_id"":2,""to_color"":""Orange"",""nickname"":""RightPartner"",""participant_code"":""krfcck5q"",""body"":""I'm in :)"",""channel"":""16-bargaining_tdl_main-207_2_3"",""parse_status"":""ok""}]"
15,krfcck5q,69d3e09b9bca5a3883a873cb,28,3.0,,,0,1,mutual_23,207,e3cj2oap,40.63,143.81,52.5,3,3.0,Purple,public,3.0,split_you,split_other,right,6,3,40.63,171.1,23.82,Left,Right,NoOne,Left,split_you,support_none,u3223q2l,bvfycoro,bvfycoro,u3223q2l,43.9,33.15,0,1,0,0,0,0,Right,NoOne,3,1,mutual_23,1,1,1,0,1,1973,2,2,education,not_employed,3,2,3,3,3,2,3,2,2,3,4,3,2,3,3,2,3,2,1,4,2,2,3,2,3,2,1,5,6,8,1,8,7,1.8,4,"it was fine, no issues, definitely different",30.84,52.63,35.55,37.97,52.6,85.23,30.73,3,Purple,2,Orange,3,Purple,NoOne,NoOne,2,Orange,2,Orange,3,Purple,NoOne,NoOne,left,2,Orange,e3cj2oap|207,matched,16-bargaining_tdl_main-207_2_3,4,2,2,1787668400.7529566,1787668503.9914014,"[{""timestamp"":""1787668400.7529566"",""from_id"":2,""from_color"":""Orange"",""to_id"":3,""to_color"":""Purple"",""nickname"":""LeftPartner"",""participant_code"":""u3223q2l"",""body"":""Hello would you like to support each other?"",""channel"":""16-bargaining_tdl_main-207_2_3"",""parse_status"":""ok""},{""timestamp"":""1787668465.6755369"",""from_id"":3,""from_color"":""Purple"",""to_id"":2,""to_color"":""Orange"",""nickname"":""RightPartner"",""participant_code"":""krfcck5q"",""body"":""yes"",""channel"":""16-bargaining_tdl_main-207_2_3"",""parse_status"":""ok""},{""timestamp"":""1787668485.3452706"",""from_id"":2,""from_color"":""Orange"",""to_id"":3,""to_color"":""Purple"",""nickname"":""LeftPartner"",""participant_code"":""u3223q2l"",""body"":""Let do it :)"",""channel"":""16-bargaining_tdl_main-207_2_3"",""parse_status"":""ok""},{""timestamp"":""1787668503.9914014"",""from_id"":3,""from_color"":""Purple"",""to_id"":2,""to_color"":""Orange"",""nickname"":""RightPartner"",""participant_code"":""krfcck5q"",""body"":""I'm in :)"",""channel"":""16-bargaining_tdl_main-207_2_3"",""parse_status"":""ok""}]"
15,krfcck5q,69d3e09b9bca5a3883a873cb,28,3.0,,,0,1,mutual_23,207,e3cj2oap,40.63,143.81,52.5,3,3.0,Purple,public,3.0,split_you,split_other,right,6,3,40.63,171.1,23.82,Left,Right,NoOne,Left,split_you,support_none,u3223q2l,bvfycoro,bvfycoro,u3223q2l,43.9,33.15,0,1,0,0,0,0,Right,NoOne,3,1,mutual_23,1,1,1,0,1,1973,2,2,education,not_employed,3,2,3,3,3,2,3,2,2,3,4,3,2,3,3,2,3,2,1,4,2,2,3,2,3,2,1,5,6,8,1,8,7,1.8,4,"it was fine, no issues, definitely different",30.84,52.63,35.55,37.97,52.6,85.23,30.73,3,Purple,2,Orange,3,Purple,NoOne,NoOne,2,Orange,2,Orange,3,Purple,NoOne,NoOne,right,1,Yellow,e3cj2oap|207,matched,16-bargaining_tdl_main-207_1_3,5,3,2,1787668406.0919585,1787668477.8537288,"[{""timestamp"":""1787668406.0919585"",""from_id"":1,""from_color"":""Yellow"",""to_id"":3,""to_color"":""Purple"",""nickname"":""RightPartner"",""participant_code"":""bvfycoro"",""body"":""It seems as though only 2 of the 3 can get the bonus, should we do rock paper scissors?"",""channel"":""16-bargaining_tdl_main-207_1_3"",""parse_status"":""ok""},{""timestamp"":""1787668422.8083584"",""from_id"":3,""from_color"":""Purple"",""to_id"":1,""to_color"":""Yellow"",""nickname"":""LeftPartner"",""participant_code"":""krfcck5q"",""body"":""that works"",""channel"":""16-bargaining_tdl_main-207_1_3"",""parse_status"":""ok""},{""timestamp"":""1787668443.822971"",""from_id"":3,""from_color"":""Purple"",""to_id"":1,""to_color"":""Yellow"",""nickname"":""LeftPartner"",""participant_code"":""krfcck5q"",""body"":""or does it?"",""channel"":""16-bargaining_tdl_main-207_1_3"",""parse_status"":""ok""},{""timestamp"":""1787668470.3934426"",""from_id"":1,""from_color"":""Yellow"",""to_id"":3,""to_color"":""Purple"",""nickname"":""RightPartner"",""participant_code"":""bvfycoro"",""body"":""it does if we do a countdown"",""channel"":""16-bargaining_tdl_main-207_1_3"",""parse_status"":""ok""},{""timestamp"":""1787668477.8537288"",""from_id"":3,""from_color"":""Purple"",""to_id"":1,""to_color"":""Yellow"",""nickname"":""LeftPartner"",""participant_code"":""krfcck5q"",""body"":""i told orange i would support them"",""channel"":""16-bargaining_tdl_main-207_1_3"",""parse_status"":""ok""}]"
16,p21lnzdb,6776cdf98d57e424a247e48a,2,0.0,,,,,,,e3cj2oap,9.07,0.0,0.0,16,0.0,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0,1,0,0,0,0,,,1,0,pending,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,left,,,e3cj2oap|1,no_messages,,0,0,0,,,[]
16,p21lnzdb,6776cdf98d57e424a247e48a,2,0.0,,,,,,,e3cj2oap,9.07,0.0,0.0,16,0.0,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0,1,0,0,0,0,,,1,0,pending,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,right,,,e3cj2oap|1,no_messages,,0,0,0,,,[]
17,trfksmte,6a0234a7ca870c2183f07d2a,2,0.0,,,,,,,e3cj2oap,1.94,0.0,0.0,17,0.0,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0,1,0,0,0,0,,,1,0,pending,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,left,,,e3cj2oap|1,no_messages,,0,0,0,,,[]
17,trfksmte,6a0234a7ca870c2183f07d2a,2,0.0,,,,,,,e3cj2oap,1.94,0.0,0.0,17,0.0,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0,1,0,0,0,0,,,1,0,pending,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,right,,,e3cj2oap|1,no_messages,,0,0,0,,,[]
18,69iu3nlk,67d0a021830da9af217a23a1,28,3.0,,,0,1,mutual_12,208,e3cj2oap,45.3,156.42,57.1,2,3.0,Orange,public,3.0,split_you,split_other,right,8,1,45.3,0.0,29.58,Left,Right,NoOne,Left,split_you,support_none,q6jzskin,r6p524m0,r6p524m0,q6jzskin,38.38,38.72,0,1,0,0,0,0,Right,NoOne,4,1,mutual_12,1,1,1,0,1,1951,2,4,retired,not_employed,4,1,1,4,1,1,4,4,1,4,3,1,1,1,1,1,5,4,1,5,1,1,1,1,5,2,1,4,1,10,0,10,3,2.0,5,I have no idea what the experiment was attempting to ascertain other than being kind to one another or giving up something to benefit someone else.,27.28,53.66,28.23,29.74,31.37,52.49,52.9,2,Orange,1,Yellow,2,Orange,NoOne,NoOne,1,Yellow,1,Yellow,2,Orange,NoOne,NoOne,left,1,Yellow,e3cj2oap|208,matched,16-bargaining_tdl_main-208_1_2,26,13,13,1787668821.6595714,1787669295.913062,"[{""timestamp"":""1787668821.6595714"",""from_id"":1,""from_color"":""Yellow"",""to_id"":2,""to_color"":""Orange"",""nickname"":""LeftPartner"",""participant_code"":""q6jzskin"",""body"":""Hi Orange"",""channel"":""16-bargaining_tdl_main-208_1_2"",""parse_status"":""ok""},{""timestamp"":""1787668840.1803231"",""from_id"":2,""from_color"":""Orange"",""to_id"":1,""to_color"":""Yellow"",""nickname"":""RightPartner"",""participant_code"":""69iu3nlk"",""body"":""Hi, Yellow!"",""channel"":""16-bargaining_tdl_main-208_1_2"",""parse_status"":""ok""},{""timestamp"":""1787668881.8174715"",""from_id"":2,""from_color"":""Orange"",""to_id"":1,""to_color"":""Yellow"",""nickname"":""RightPartner"",""participant_code"":""69iu3nlk"",""body"":""One of us will not get a bonus, but that's part of the study. I don't understand it, and it doesn't seem fair. So, what do you think?"",""channel"":""16-bargaining_tdl_main-208_1_2"",""parse_status"":""ok""},{""timestamp"":""1787668924.1298313"",""from_id"":1,""from_color"":""Yellow"",""to_id"":2,""to_color"":""Orange"",""nickname"":""LeftPartner"",""participant_code"":""q6jzskin"",""body"":""You and purple should pick eachother "",""channel"":""16-bargaining_tdl_main-208_1_2"",""parse_status"":""ok""},{""timestamp"":""1787668938.7252123"",""from_id"":1,""from_color"":""Yellow"",""to_id"":2,""to_color"":""Orange"",""nickname"":""LeftPartner"",""participant_code"":""q6jzskin"",""body"":""Better for you two to get the bonus then for none of us to get it"",""channel"":""16-bargaining_tdl_main-208_1_2"",""parse_status"":""ok""},{""timestamp"":""1787668942.2017684"",""from_id"":1,""from_color"":""Yellow"",""to_id"":2,""to_color"":""Orange"",""nickname"":""LeftPartner"",""participant_code"":""q6jzskin"",""body"":""and I do not mind"",""channel"":""16-bargaining_tdl_main-208_1_2"",""parse_status"":""ok""},{""timestamp"":""1787668951.414426"",""from_id"":2,""from_color"":""Orange"",""to_id"":1,""to_color"":""Yellow"",""nickname"":""RightPartner"",""participant_code"":""69iu3nlk"",""body"":""You do not mind? Why is that?"",""channel"":""16-bargaining_tdl_main-208_1_2"",""parse_status"":""ok""},{""timestamp"":""1787668998.8399005"",""from_id"":1,""from_color"":""Yellow"",""to_id"":2,""to_color"":""Orange"",""nickname"":""LeftPartner"",""participant_code"":""q6jzskin"",""body"":""Because I am looking at the bigger picture & don't necessarily need that extra money so if you guys need it more then me then I am good with it"",""channel"":""16-bargaining_tdl_main-208_1_2"",""parse_status"":""ok""},{""timestamp"":""1787669027.6585486"",""from_id"":1,""from_color"":""Yellow"",""to_id"":2,""to_color"":""Orange"",""nickname"":""LeftPartner"",""participant_code"":""q6jzskin"",""body"":""Purple just left the conversation"",""channel"":""16-bargaining_tdl_main-208_1_2"",""parse_status"":""ok""},{""timestamp"":""1787669032.4961839"",""from_id"":2,""from_color"":""Orange"",""to_id"":1,""to_color"":""Yellow"",""nickname"":""RightPartner"",""participant_code"":""69iu3nlk"",""body"":""OK...So I will participate with you. Yes, I know."",""channel"":""16-bargaining_tdl_main-208_1_2"",""parse_status"":""ok""},{""timestamp"":""1787669041.1875803"",""from_id"":2,""from_color"":""Orange"",""to_id"":1,""to_color"":""Yellow"",""nickname"":""RightPartner"",""participant_code"":""69iu3nlk"",""body"":""Thank you, Yellow!"",""channel"":""16-bargaining_tdl_main-208_1_2"",""parse_status"":""ok""},{""timestamp"":""1787669047.016449"",""from_id"":1,""from_color"":""Yellow"",""to_id"":2,""to_color"":""Orange"",""nickname"":""LeftPartner"",""participant_code"":""q6jzskin"",""body"":""I am very confused"",""channel"":""16-bargaining_tdl_main-208_1_2"",""parse_status"":""ok""},{""timestamp"":""1787669075.2496848"",""from_id"":2,""from_color"":""Orange"",""to_id"":1,""to_color"":""Yellow"",""nickname"":""RightPartner"",""participant_code"":""69iu3nlk"",""body"":""Me too. But, since Purple left, it's just you and me, so we might as well support each other."",""channel"":""16-bargaining_tdl_main-208_1_2"",""parse_status"":""ok""},{""timestamp"":""1787669092.0632935"",""from_id"":1,""from_color"":""Yellow"",""to_id"":2,""to_color"":""Orange"",""nickname"":""LeftPartner"",""participant_code"":""q6jzskin"",""body"":""Did she leave the actual study? "",""channel"":""16-bargaining_tdl_main-208_1_2"",""parse_status"":""ok""},{""timestamp"":""1787669125.0803313"",""from_id"":2,""from_color"":""Orange"",""to_id"":1,""to_color"":""Yellow"",""nickname"":""RightPartner"",""participant_code"":""69iu3nlk"",""body"":""Do you agree? Yes, She/He has left the study, so it's you and I. Shall we support each other."",""channel"":""16-bargaining_tdl_main-208_1_2"",""parse_status"":""ok""},{""timestamp"":""1787669142.3935883"",""from_id"":2,""from_color"":""Orange"",""to_id"":1,""to_color"":""Yellow"",""nickname"":""RightPartner"",""participant_code"":""69iu3nlk"",""body"":""I have no idea what the study is about either."",""channel"":""16-bargaining_tdl_main-208_1_2"",""parse_status"":""ok""},{""timestamp"":""1787669158.4556844"",""from_id"":1,""from_color"":""Yellow"",""to_id"":2,""to_color"":""Orange"",""nickname"":""LeftPartner"",""participant_code"":""q6jzskin"",""body"":""Yeah I guess that would make sense. I just feel like there is something more to it for some reason lol"",""channel"":""16-bargaining_tdl_main-208_1_2"",""parse_status"":""ok""},{""timestamp"":""1787669179.1146283"",""from_id"":1,""from_color"":""Yellow"",""to_id"":2,""to_color"":""Orange"",""nickname"":""LeftPartner"",""participant_code"":""q6jzskin"",""body"":""didn't they say there would be a predetermined text that would be sent at the end"",""channel"":""16-bargaining_tdl_main-208_1_2"",""parse_status"":""ok""},{""timestamp"":""1787669183.363513"",""from_id"":2,""from_color"":""Orange"",""to_id"":1,""to_color"":""Yellow"",""nickname"":""RightPartner"",""participant_code"":""69iu3nlk"",""body"":""LOL! I agree. But, we have each other, as they say. "",""channel"":""16-bargaining_tdl_main-208_1_2"",""parse_status"":""ok""},{""timestamp"":""1787669201.299521"",""from_id"":2,""from_color"":""Orange"",""to_id"":1,""to_color"":""Yellow"",""nickname"":""RightPartner"",""participant_code"":""69iu3nlk"",""body"":""Yes, they did say that. So, we will see what surprise is in store for us."",""channel"":""16-bargaining_tdl_main-208_1_2"",""parse_status"":""ok""},{""timestamp"":""1787669228.5698426"",""from_id"":1,""from_color"":""Yellow"",""to_id"":2,""to_color"":""Orange"",""nickname"":""LeftPartner"",""participant_code"":""q6jzskin"",""body"":""I think it might try and say something to confuse us or pit us against what we are agreeing upon with supporting eachother"",""channel"":""16-bargaining_tdl_main-208_1_2"",""parse_status"":""ok""},{""timestamp"":""1787669228.6341283"",""from_id"":2,""from_color"":""Orange"",""to_id"":1,""to_color"":""Yellow"",""nickname"":""RightPartner"",""participant_code"":""69iu3nlk"",""body"":""We have a little over 2 minutes to see, Yellow."",""channel"":""16-bargaining_tdl_main-208_1_2"",""parse_status"":""ok""},{""timestamp"":""1787669244.8921378"",""from_id"":2,""from_color"":""Orange"",""to_id"":1,""to_color"":""Yellow"",""nickname"":""RightPartner"",""participant_code"":""69iu3nlk"",""body"":""I support you, Yellow. "",""channel"":""16-bargaining_tdl_main-208_1_2"",""parse_status"":""ok""},{""timestamp"":""1787669258.4308047"",""from_id"":1,""from_color"":""Yellow"",""to_id"":2,""to_color"":""Orange"",""nickname"":""LeftPartner"",""participant_code"":""q6jzskin"",""body"":""So I say that we stick with support for eachother no matter what the last sentence may be after this. Thoughts?"",""channel"":""16-bargaining_tdl_main-208_1_2"",""parse_status"":""ok""},{""timestamp"":""1787669276.1074004"",""from_id"":2,""from_color"":""Orange"",""to_id"":1,""to_color"":""Yellow"",""nickname"":""RightPartner"",""participant_code"":""69iu3nlk"",""body"":""I absolutely agree with you--no matter what."",""channel"":""16-bargaining_tdl_main-208_1_2"",""parse_status"":""ok""},{""timestamp"":""1787669295.913062"",""from_id"":1,""from_color"":""Yellow"",""to_id"":2,""to_color"":""Orange"",""nickname"":""LeftPartner"",""participant_code"":""q6jzskin"",""body"":""Perfect! Virtual handshake haha. I am going to leave chat now. See you over there"",""channel"":""16-bargaining_tdl_main-208_1_2"",""parse_status"":""ok""}]"
18,69iu3nlk,67d0a021830da9af217a23a1,28,3.0,,,0,1,mutual_12,208,e3cj2oap,45.3,156.42,57.1,2,3.0,Orange,public,3.0,split_you,split_other,right,8,1,45.3,0.0,29.58,Left,Right,NoOne,Left,split_you,support_none,q6jzskin,r6p524m0,r6p524m0,q6jzskin,38.38,38.72,0,1,0,0,0,0,Right,NoOne,4,1,mutual_12,1,1,1,0,1,1951,2,4,retired,not_employed,4,1,1,4,1,1,4,4,1,4,3,1,1,1,1,1,5,4,1,5,1,1,1,1,5,2,1,4,1,10,0,10,3,2.0,5,I have no idea what the experiment was attempting to ascertain other than being kind to one another or giving up something to benefit someone else.,27.28,53.66,28.23,29.74,31.37,52.49,52.9,2,Orange,1,Yellow,2,Orange,NoOne,NoOne,1,Yellow,1,Yellow,2,Orange,NoOne,NoOne,right,3,Purple,e3cj2oap|208,matched,16-bargaining_tdl_main-208_2_3,9,4,5,1787668795.1713302,1787668999.4264762,"[{""timestamp"":""1787668795.1713302"",""from_id"":3,""from_color"":""Purple"",""to_id"":2,""to_color"":""Orange"",""nickname"":""RightPartner"",""participant_code"":""r6p524m0"",""body"":""Hello"",""channel"":""16-bargaining_tdl_main-208_2_3"",""parse_status"":""ok""},{""timestamp"":""1787668823.0490255"",""from_id"":2,""from_color"":""Orange"",""to_id"":3,""to_color"":""Purple"",""nickname"":""LeftPartner"",""participant_code"":""69iu3nlk"",""body"":""Hello, I suppose one of us doesn't receive a bonus. That is slightly unfair, but part of the study, eh?"",""channel"":""16-bargaining_tdl_main-208_2_3"",""parse_status"":""ok""},{""timestamp"":""1787668848.3771522"",""from_id"":3,""from_color"":""Purple"",""to_id"":2,""to_color"":""Orange"",""nickname"":""RightPartner"",""participant_code"":""r6p524m0"",""body"":""yes this seems unfair. I am unsure of who to support"",""channel"":""16-bargaining_tdl_main-208_2_3"",""parse_status"":""ok""},{""timestamp"":""1787668885.3561902"",""from_id"":3,""from_color"":""Purple"",""to_id"":2,""to_color"":""Orange"",""nickname"":""RightPartner"",""participant_code"":""r6p524m0"",""body"":""maybe you and yellow should support each other"",""channel"":""16-bargaining_tdl_main-208_2_3"",""parse_status"":""ok""},{""timestamp"":""1787668905.3228402"",""from_id"":2,""from_color"":""Orange"",""to_id"":3,""to_color"":""Purple"",""nickname"":""LeftPartner"",""participant_code"":""69iu3nlk"",""body"":""Are you willing to give up on your $3.00 bonus?"",""channel"":""16-bargaining_tdl_main-208_2_3"",""parse_status"":""ok""},{""timestamp"":""1787668933.0620742"",""from_id"":2,""from_color"":""Orange"",""to_id"":3,""to_color"":""Purple"",""nickname"":""LeftPartner"",""participant_code"":""69iu3nlk"",""body"":""We have 7 minutes to chat."",""channel"":""16-bargaining_tdl_main-208_2_3"",""parse_status"":""ok""},{""timestamp"":""1787668938.6272228"",""from_id"":3,""from_color"":""Purple"",""to_id"":2,""to_color"":""Orange"",""nickname"":""RightPartner"",""participant_code"":""r6p524m0"",""body"":""yes. a bonus is a bonus and i am okay with the base pay. i would not feel right getting a bonus at the expense of others"",""channel"":""16-bargaining_tdl_main-208_2_3"",""parse_status"":""ok""},{""timestamp"":""1787668968.378718"",""from_id"":2,""from_color"":""Orange"",""to_id"":3,""to_color"":""Purple"",""nickname"":""LeftPartner"",""participant_code"":""69iu3nlk"",""body"":""I understand. You seem kind."",""channel"":""16-bargaining_tdl_main-208_2_3"",""parse_status"":""ok""},{""timestamp"":""1787668999.4264762"",""from_id"":3,""from_color"":""Purple"",""to_id"":2,""to_color"":""Orange"",""nickname"":""RightPartner"",""participant_code"":""r6p524m0"",""body"":""yeah its cool. just pay it forward or whatever. have a good day"",""channel"":""16-bargaining_tdl_main-208_2_3"",""parse_status"":""ok""}]"
19,hypzo9yr,13g0O773126ml5zL596n56S7,1,0.0,,,,,,,e3cj2oap,0.0,0.0,0.0,19,0.0,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0,1,0,0,0,0,,,1,0,pending,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,left,,,e3cj2oap|1,no_messages,,0,0,0,,,[]
19,hypzo9yr,13g0O773126ml5zL596n56S7,1,0.0,,,,,,,e3cj2oap,0.0,0.0,0.0,19,0.0,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0,1,0,0,0,0,,,1,0,pending,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,right,,,e3cj2oap|1,no_messages,,0,0,0,,,[]
