session_code,id_in_session,participant_code,channel,nickname,body,timestamp
um435zd7,140,0m68u7u1,14-bargaining_tdl_main-122_2_3,LeftPartner,hello,1787590465.7765832
um435zd7,140,0m68u7u1,14-bargaining_tdl_main-122_1_2,RightPartner,hello,1787590470.521083
um435zd7,91,4gajei7p,14-bargaining_tdl_main-121_1_3,RightPartner,"Doing well, how about yourself",1787590472.5373201
um435zd7,112,p6vw4mz7,14-bargaining_tdl_main-118_2_3,LeftPartner,What option is that?,1787590473.0902672
um435zd7,126,h44ut2h2,14-bargaining_tdl_main-121_1_2,RightPartner,Hi. How's it going?,1787590473.602211
um435zd7,77,f4gep9nk,14-bargaining_tdl_main-110_1_2,RightPartner,same ,1787590474.1677372
um435zd7,126,h44ut2h2,14-bargaining_tdl_main-121_2_3,LeftPartner,H. How's it going?,1787590474.763797
um435zd7,89,z7xidmoz,14-bargaining_tdl_main-120_1_2,RightPartner,OK!,1787590476.2230725
um435zd7,141,gytr45jv,14-bargaining_tdl_main-122_1_3,LeftPartner,same!,1787590476.6009502
um435zd7,118,rnil1580,14-bargaining_tdl_main-122_1_2,LeftPartner,"hi there, how are you",1787590477.4209619
um435zd7,91,4gajei7p,14-bargaining_tdl_main-121_1_2,LeftPartner,"Going great, how's it going on your end?",1787590482.4143572
um435zd7,118,rnil1580,14-bargaining_tdl_main-122_1_3,RightPartner,"ok, done!",1787590483.095763
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_1_3,LeftPartner,nothing but struggle,1787590485.461971
um435zd7,141,gytr45jv,14-bargaining_tdl_main-122_2_3,RightPartner,what is your plan?,1787590487.4057717
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_2_3,RightPartner,"alright, and yourself?",1787590491.8687863
um435zd7,140,0m68u7u1,14-bargaining_tdl_main-122_2_3,LeftPartner,I don't have one,1787590493.3336291
um435zd7,128,x44nspdn,14-bargaining_tdl_main-118_2_3,RightPartner,"That works for me. I’ll support you, and we can see how everything turns out as we go through each round.",1787590499.077885
um435zd7,141,gytr45jv,14-bargaining_tdl_main-122_1_3,LeftPartner,perfect :),1787590501.5490406
um435zd7,140,0m68u7u1,14-bargaining_tdl_main-122_1_2,RightPartner,"good, do u have a plan?",1787590505.068288
um435zd7,126,h44ut2h2,14-bargaining_tdl_main-121_1_2,RightPartner,Cool. I'm just trying to decide who to pick.,1787590507.7226179
um435zd7,112,p6vw4mz7,14-bargaining_tdl_main-118_2_3,LeftPartner,Sounds good!,1787590508.5705492
um435zd7,118,rnil1580,14-bargaining_tdl_main-122_1_2,LeftPartner,"trying to figure it out, you?",1787590520.6947873
um435zd7,141,gytr45jv,14-bargaining_tdl_main-122_2_3,RightPartner,"ok, are you going to support someone?",1787590529.420671
um435zd7,126,h44ut2h2,14-bargaining_tdl_main-121_2_3,LeftPartner,Pretty cool. Just trying to decide who to pick.,1787590529.5847619
um435zd7,91,4gajei7p,14-bargaining_tdl_main-121_1_3,RightPartner,"shoot, why soo blue?",1787590529.891996
um435zd7,140,0m68u7u1,14-bargaining_tdl_main-122_2_3,LeftPartner,There isn't a way for all 3 to get the money so I don't know what to pick,1787590530.3744178
um435zd7,110,idqexti4,14-bargaining_tdl_main-123_1_3,RightPartner,Hi there how are you?,1787590535.0472507
um435zd7,110,idqexti4,14-bargaining_tdl_main-123_1_2,LeftPartner,"hi there, how are you?",1787590537.084195
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_2_3,RightPartner,me obviously (jk...unless),1787590545.7842708
um435zd7,140,0m68u7u1,14-bargaining_tdl_main-122_1_2,RightPartner,"Idk, there isn't a way for all 3 to get money so I don't know\",1787590550.710599
um435zd7,91,4gajei7p,14-bargaining_tdl_main-121_1_2,LeftPartner,"Obviously pick me, i'll pick you and we'll get some cool moola",1787590553.6248772
um435zd7,138,cstpq0pe,14-bargaining_tdl_main-123_1_3,LeftPartner,"I'm well, how are you?",1787590556.662299
um435zd7,90,z71sbfbc,14-bargaining_tdl_main-110_2_3,RightPartner,"Thanks orange , its been a pleasure",1787590557.0764437
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_1_3,LeftPartner,rough times,1787590557.91627
um435zd7,141,gytr45jv,14-bargaining_tdl_main-122_2_3,RightPartner,"that's fair, I feel the same way ",1787590561.5159435
um435zd7,118,rnil1580,14-bargaining_tdl_main-122_1_2,LeftPartner,"yea, this is tricky",1787590562.2444508
um435zd7,110,idqexti4,14-bargaining_tdl_main-123_1_3,RightPartner,I am good,1787590564.6487896
um435zd7,126,h44ut2h2,14-bargaining_tdl_main-121_2_3,LeftPartner,"Why should I pick you, if you don't mind me asking?",1787590567.0029106
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_1_3,LeftPartner,"no money, no motivation",1787590568.974517
um435zd7,118,rnil1580,14-bargaining_tdl_main-122_1_3,RightPartner,what are you talking to Orange about?,1787590578.729515
um435zd7,140,0m68u7u1,14-bargaining_tdl_main-122_2_3,LeftPartner,how many rounds are there,1787590583.2355018
um435zd7,126,h44ut2h2,14-bargaining_tdl_main-121_1_2,RightPartner,Cash is king!,1787590590.653433
um435zd7,140,0m68u7u1,14-bargaining_tdl_main-122_1_2,RightPartner,how many rounds are there,1787590591.0449624
um435zd7,138,cstpq0pe,14-bargaining_tdl_main-123_2_3,RightPartner,How's it going?,1787590596.895718
um435zd7,144,dtexgf7z,14-bargaining_tdl_main-124_1_3,LeftPartner,Hello,1787590600.5604508
um435zd7,118,rnil1580,14-bargaining_tdl_main-122_1_2,LeftPartner,i think just 1,1787590601.0472927
um435zd7,144,dtexgf7z,14-bargaining_tdl_main-124_2_3,RightPartner,Hello,1787590601.47074
um435zd7,91,4gajei7p,14-bargaining_tdl_main-121_1_2,LeftPartner,for sure!,1787590602.2895663
um435zd7,126,h44ut2h2,14-bargaining_tdl_main-121_2_3,LeftPartner,Why obviously?,1787590603.4037404
um435zd7,118,rnil1580,14-bargaining_tdl_main-122_1_2,LeftPartner,but not positive about that,1787590608.1407897
um435zd7,143,g6inwzpq,14-bargaining_tdl_main-124_2_3,LeftPartner,HI,1787590608.5855718
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_2_3,RightPartner,"I'll make this intriguing...if you pick me, i'll pick you",1787590610.5381825
um435zd7,129,3mtdtex0,14-bargaining_tdl_main-123_2_3,LeftPartner,"fine, how are you",1787590612.358057
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_2_3,RightPartner,"therefore, we all win",1787590614.3863664
um435zd7,143,g6inwzpq,14-bargaining_tdl_main-124_1_2,RightPartner,HI,1787590615.8783185
um435zd7,77,f4gep9nk,14-bargaining_tdl_main-110_2_3,LeftPartner,same. enjoy your day,1787590621.0713618
um435zd7,129,3mtdtex0,14-bargaining_tdl_main-123_1_2,RightPartner,"Hello, I am fine",1787590623.5184164
um435zd7,144,dtexgf7z,14-bargaining_tdl_main-124_2_3,RightPartner,I'm not getting anything back from the Yellow participant,1787590624.4833226
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_1_3,LeftPartner,Proposition for you...,1787590628.6860497
um435zd7,91,4gajei7p,14-bargaining_tdl_main-121_1_3,RightPartner,"ah noo! i've been there for sure, just got to start working out and then that'll turn your entire life around, trust me",1787590630.3127675
um435zd7,126,h44ut2h2,14-bargaining_tdl_main-121_2_3,LeftPartner,That sounds like the correct answer.,1787590631.6258895
um435zd7,91,4gajei7p,14-bargaining_tdl_main-121_1_3,RightPartner,ok give me proposition,1787590640.7626917
um435zd7,138,cstpq0pe,14-bargaining_tdl_main-123_2_3,RightPartner,Doing good,1787590642.3523684
um435zd7,110,idqexti4,14-bargaining_tdl_main-123_1_2,LeftPartner,can we go hit next whenever?,1787590642.418352
um435zd7,77,f4gep9nk,14-bargaining_tdl_main-110_1_2,RightPartner,Enjoy your day yellow,1787590642.998179
um435zd7,127,ybyteia8,14-bargaining_tdl_main-124_1_2,LeftPartner,hi,1787590647.8740466
um435zd7,110,idqexti4,14-bargaining_tdl_main-123_1_3,RightPartner,ready to play and hit next?,1787590648.7403052
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_1_3,LeftPartner,"I don't want to blindside you, so i'll be upfront...",1787590649.4906201
um435zd7,143,g6inwzpq,14-bargaining_tdl_main-124_2_3,LeftPartner,So if we support each other we each get $3?,1787590652.605982
um435zd7,126,h44ut2h2,14-bargaining_tdl_main-121_1_2,RightPartner,"If I pick you, are you going to pick me?",1787590652.835177
um435zd7,91,4gajei7p,14-bargaining_tdl_main-121_1_3,RightPartner,ok,1787590654.193539
um435zd7,129,3mtdtex0,14-bargaining_tdl_main-123_1_2,RightPartner,yes yes,1787590664.7590387
um435zd7,141,gytr45jv,14-bargaining_tdl_main-122_2_3,RightPartner,"well I think Yellow just left, so... support each other? ",1787590668.6943777
um435zd7,140,0m68u7u1,14-bargaining_tdl_main-122_2_3,LeftPartner,yellow left the chat so i still don't know,1787590669.2830787
um435zd7,143,g6inwzpq,14-bargaining_tdl_main-124_1_2,RightPartner,So if we support each other we each get $3?,1787590672.9003592
um435zd7,140,0m68u7u1,14-bargaining_tdl_main-122_2_3,LeftPartner,i guess,1787590680.132957
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_1_3,LeftPartner,"if you pick me, i'll pick you. Think of that sweet $3. Im currently chatting with orange about this",1787590684.7346542
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_1_3,LeftPartner,but he's unsure,1787590688.683725
um435zd7,140,0m68u7u1,14-bargaining_tdl_main-122_2_3,LeftPartner,sounds like a plan,1787590692.1087549
um435zd7,144,dtexgf7z,14-bargaining_tdl_main-124_2_3,RightPartner,"It sounds like it. I was going to suggest we switch off to be fair, but Yellow isn't responding. If they choose no one, then no one gets a bonus for choosing them",1787590699.6749334
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_2_3,RightPartner,"so, we have a deal...?",1787590702.9007359
um435zd7,91,4gajei7p,14-bargaining_tdl_main-121_1_3,RightPartner,yes for sure,1787590706.5761971
um435zd7,126,h44ut2h2,14-bargaining_tdl_main-121_1_2,RightPartner,Crickets..... Is there anybody there?,1787590708.1966815
um435zd7,91,4gajei7p,14-bargaining_tdl_main-121_1_3,RightPartner,good idea,1787590708.9074624
um435zd7,91,4gajei7p,14-bargaining_tdl_main-121_1_2,LeftPartner,hi i'm here,1787590719.3030105
um435zd7,145,gt7pvc94,14-bargaining_tdl_main-125_2_3,RightPartner,"What strategy, if any, are you planning to use?",1787590724.487158
um435zd7,143,g6inwzpq,14-bargaining_tdl_main-124_2_3,LeftPartner,Yellow seems to have left so no point in supporting yellow,1787590726.0819557
um435zd7,91,4gajei7p,14-bargaining_tdl_main-121_1_2,LeftPartner,i'm just pondering how this will work out,1787590726.4800954
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_1_3,LeftPartner,are you thinking of waiting out the 10 mins?,1787590727.6426122
um435zd7,145,gt7pvc94,14-bargaining_tdl_main-125_1_3,LeftPartner,"What strategy, if any, are you planning to use?",1787590731.1642416
um435zd7,91,4gajei7p,14-bargaining_tdl_main-121_1_3,RightPartner,yes,1787590737.548903
um435zd7,126,h44ut2h2,14-bargaining_tdl_main-121_2_3,LeftPartner,It looks like it. I'm getting crickets from yellow.,1787590739.8241143
um435zd7,91,4gajei7p,14-bargaining_tdl_main-121_1_3,RightPartner,this ended up being a hella long time,1787590745.57414
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_1_3,LeftPartner,"cool, cool",1787590745.751824
um435zd7,144,dtexgf7z,14-bargaining_tdl_main-124_2_3,RightPartner,"Ok, I will support you. Hopefully we can make the full bonus!",1787590752.5458484
um435zd7,91,4gajei7p,14-bargaining_tdl_main-121_1_2,LeftPartner,ok deal,1787590764.6835728
um435zd7,116,e5z6hitm,14-bargaining_tdl_main-125_1_3,RightPartner,"I dont really have one, do you know who you want to support?",1787590766.891576
um435zd7,126,h44ut2h2,14-bargaining_tdl_main-121_1_2,RightPartner,Don't ponder too long. Purple and I are cookin',1787590767.482546
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_1_3,LeftPartner,Are you mad at orange? He's talking smack about you,1787590768.966866
um435zd7,91,4gajei7p,14-bargaining_tdl_main-121_1_2,LeftPartner,so i just pick you at the end?,1787590772.408473
um435zd7,116,e5z6hitm,14-bargaining_tdl_main-125_1_3,RightPartner,Im willing to support who supports me haha ,1787590776.9350238
um435zd7,91,4gajei7p,14-bargaining_tdl_main-121_1_3,RightPartner,yeah i stopped responding to him or her or it,1787590784.0265634
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_2_3,RightPartner,"yeah, yellow is about slow to reply",1787590788.0725212
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_1_3,LeftPartner,is he a jerk?,1787590795.500302
um435zd7,126,h44ut2h2,14-bargaining_tdl_main-121_2_3,LeftPartner,Too much thinking!,1787590805.288873
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_2_3,RightPartner,indecision...,1787590815.970436
um435zd7,116,e5z6hitm,14-bargaining_tdl_main-125_1_2,LeftPartner,Hi! Do you know who you want to support? ,1787590818.19389
um435zd7,91,4gajei7p,14-bargaining_tdl_main-121_1_3,RightPartner,idk they weren't responding at the beginning,1787590823.706065
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_2_3,RightPartner,"i'm unsure who to pick, he sent me an interesting proposal just now",1787590835.1971433
um435zd7,126,h44ut2h2,14-bargaining_tdl_main-121_1_2,RightPartner,That's how it works. I think???,1787590836.983254
um435zd7,147,3886zgbh,14-bargaining_tdl_main-126_1_3,LeftPartner,Good morning,1787590840.189865
um435zd7,147,3886zgbh,14-bargaining_tdl_main-126_2_3,RightPartner,Good morning,1787590845.0788474
um435zd7,137,icg507i0,14-bargaining_tdl_main-125_2_3,LeftPartner,I I'll support you if I can trust you to do the same,1787590851.8210113
um435zd7,126,h44ut2h2,14-bargaining_tdl_main-121_2_3,LeftPartner,Who yellow???,1787590856.2450511
um435zd7,142,uk8tzla0,14-bargaining_tdl_main-126_1_3,RightPartner,Good morning,1787590856.7857153
um435zd7,146,nc81nly7,14-bargaining_tdl_main-126_1_2,RightPartner,I think that we need to trade off as being the one who doesn't pick anyone to be fair. ,1787590859.0789096
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_1_3,LeftPartner,he's saying some negative things about you,1787590859.4044654
um435zd7,91,4gajei7p,14-bargaining_tdl_main-121_1_2,LeftPartner,ok sounds good,1787590861.3757868
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_2_3,RightPartner,yeahhh,1787590864.238211
um435zd7,145,gt7pvc94,14-bargaining_tdl_main-125_2_3,RightPartner,"I was kind of thinking of not supporting anyone in particular, that way keeping the final outcome the same for all 3 of us. ",1787590868.0767267
um435zd7,147,3886zgbh,14-bargaining_tdl_main-126_1_3,LeftPartner,Do you want to support each other?,1787590870.6492193
um435zd7,142,uk8tzla0,14-bargaining_tdl_main-126_1_2,LeftPartner,How will that be fair,1787590876.114776
um435zd7,146,nc81nly7,14-bargaining_tdl_main-126_2_3,LeftPartner,"Good morning, I think we need to trade off as being the one who doesn't pick anyone to be fair. ",1787590876.832522
um435zd7,147,3886zgbh,14-bargaining_tdl_main-126_2_3,RightPartner,OK,1787590886.1815886
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_1_3,LeftPartner,"i wouldn't deal with him personally, i'd choose me 100%",1787590889.1135647
um435zd7,142,uk8tzla0,14-bargaining_tdl_main-126_1_3,RightPartner,"Yeah sure,if all of us benefit",1787590892.0782242
um435zd7,126,h44ut2h2,14-bargaining_tdl_main-121_2_3,LeftPartner,"Naw. Stick with me. In the end, we'll be getting some sweet cash!",1787590892.3584754
um435zd7,91,4gajei7p,14-bargaining_tdl_main-121_1_3,RightPartner,i don't even like the color orange or the fruit anyway,1787590895.5543003
um435zd7,147,3886zgbh,14-bargaining_tdl_main-126_1_3,LeftPartner,I think that is the best wayu,1787590900.0951605
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_2_3,RightPartner,"uhhhhh, this is too hard for me",1787590908.3943405
um435zd7,137,icg507i0,14-bargaining_tdl_main-125_2_3,LeftPartner,Then we all get $0?,1787590909.3104024
um435zd7,142,uk8tzla0,14-bargaining_tdl_main-126_1_3,RightPartner,How do we go about it,1787590921.1454608
um435zd7,146,nc81nly7,14-bargaining_tdl_main-126_1_2,RightPartner,"Let's say I don't pick anyone, and you two pick each other- you will get 3. Next round, it would be me and another picking each other while one of you doesn't pick. It's the only fair way. ",1787590923.3130026
um435zd7,126,h44ut2h2,14-bargaining_tdl_main-121_2_3,LeftPartner,Orange & Purple. All the way!!!,1787590926.2800274
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_1_3,LeftPartner,who should i pick then,1787590927.8089697
um435zd7,91,4gajei7p,14-bargaining_tdl_main-121_1_3,RightPartner,obviously me,1787590933.0406075
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_2_3,RightPartner,coin toss,1787590934.1111596
um435zd7,146,nc81nly7,14-bargaining_tdl_main-126_2_3,LeftPartner,"Great! I can go first, not picking anyone to be fair. ",1787590938.8003438
um435zd7,145,gt7pvc94,14-bargaining_tdl_main-125_2_3,RightPartner,It'd at least mean one person didn't get left out or betrayed. :),1787590942.9726062
um435zd7,147,3886zgbh,14-bargaining_tdl_main-126_2_3,RightPartner,I will go second.,1787590947.3912919
um435zd7,126,h44ut2h2,14-bargaining_tdl_main-121_2_3,LeftPartner,Coin toss????,1787590947.6293857
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_1_3,LeftPartner,he's kinda speaking facts about you rn,1787590950.9073398
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_2_3,RightPartner,50/50,1787590959.100645
um435zd7,147,3886zgbh,14-bargaining_tdl_main-126_1_3,LeftPartner,"OK, I will support you first",1787590960.015223
um435zd7,146,nc81nly7,14-bargaining_tdl_main-126_2_3,LeftPartner,Perfect! Trying to get yellow on board.,1787590961.18805
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_2_3,RightPartner,chance,1787590962.1611602
um435zd7,147,3886zgbh,14-bargaining_tdl_main-126_2_3,RightPartner,OK,1787590968.1107721
um435zd7,142,uk8tzla0,14-bargaining_tdl_main-126_1_2,LeftPartner,i understand your concerns but is there a way we can all benefit,1787590968.2098505
um435zd7,147,3886zgbh,14-bargaining_tdl_main-126_2_3,RightPartner,Yellow would need to go last,1787590975.7838387
um435zd7,126,h44ut2h2,14-bargaining_tdl_main-121_2_3,LeftPartner,40 seconds left. C'mon man!,1787590984.639029
um435zd7,133,1a4ydoy8,14-bargaining_tdl_main-121_2_3,RightPartner,"ok, i choose you",1787590995.848072
um435zd7,126,h44ut2h2,14-bargaining_tdl_main-121_2_3,LeftPartner,Sweet!!!,1787591003.6338892
um435zd7,147,3886zgbh,14-bargaining_tdl_main-126_1_3,LeftPartner,i think we have a plan,1787591012.405298
um435zd7,142,uk8tzla0,14-bargaining_tdl_main-126_1_3,RightPartner,What about the other participant,1787591013.0198493
um435zd7,146,nc81nly7,14-bargaining_tdl_main-126_1_2,RightPartner,"No, there isn't. Can you go last, as in the first round, I will not pick anyone but you will pick purple. The 2nd round, purple will not pick anyone, and you and I will pick each other. The 3rd round, you will not pick anyone and purple and I will pick each other. Purple is all in. Can you confirm this works? ",1787591042.067411
um435zd7,147,3886zgbh,14-bargaining_tdl_main-126_1_3,LeftPartner,"Orange will not choose first, I will not choose second, and you will not choose third. We all get something that way",1787591045.8365018
um435zd7,147,3886zgbh,14-bargaining_tdl_main-126_2_3,RightPartner,Talking to yellow right now,1787591074.4126065
um435zd7,146,nc81nly7,14-bargaining_tdl_main-126_2_3,LeftPartner,"I just gave the layout, waiting to hear back to confirm :) ",1787591080.7912123
um435zd7,147,3886zgbh,14-bargaining_tdl_main-126_2_3,RightPartner,same,1787591087.9792464
um435zd7,142,uk8tzla0,14-bargaining_tdl_main-126_1_2,LeftPartner,"Yeah sure,atleast all of us will benefit",1787591089.359178
um435zd7,146,nc81nly7,14-bargaining_tdl_main-126_1_2,RightPartner,Great!,1787591095.1645522
um435zd7,146,nc81nly7,14-bargaining_tdl_main-126_2_3,LeftPartner,all good!,1787591099.619314
um435zd7,151,eey9ixt8,14-bargaining_tdl_main-127_1_3,LeftPartner,hello,1787591271.7489784
um435zd7,151,eey9ixt8,14-bargaining_tdl_main-127_2_3,RightPartner,hello,1787591274.4107287
um435zd7,148,diltflrb,14-bargaining_tdl_main-127_2_3,LeftPartner,Hey there,1787591279.2201657
um435zd7,148,diltflrb,14-bargaining_tdl_main-127_1_2,RightPartner,Hello hello,1787591287.064325
um435zd7,151,eey9ixt8,14-bargaining_tdl_main-127_2_3,RightPartner,i have no idea what to talk about ,1787591298.230135
um435zd7,148,diltflrb,14-bargaining_tdl_main-127_2_3,LeftPartner,For 10 minutes! ,1787591310.1665094
um435zd7,151,eey9ixt8,14-bargaining_tdl_main-127_2_3,RightPartner,right like they just said talk then nothing else,1787591323.8178697
um435zd7,151,eey9ixt8,14-bargaining_tdl_main-127_2_3,RightPartner,oh looks like yellow left,1787591332.3584423
um435zd7,148,diltflrb,14-bargaining_tdl_main-127_2_3,LeftPartner,"Well, it looks like Yellow left the chat",1787591332.7242851
um435zd7,148,diltflrb,14-bargaining_tdl_main-127_2_3,LeftPartner,Soo....I guess I will support you then if it still lets us,1787591348.637128
um435zd7,151,eey9ixt8,14-bargaining_tdl_main-127_2_3,RightPartner,lol yea so idk what's going on with that,1787591354.4966128
um435zd7,148,diltflrb,14-bargaining_tdl_main-127_2_3,LeftPartner,Purple is cool and all anyways,1787591364.7764971
um435zd7,148,diltflrb,14-bargaining_tdl_main-127_2_3,LeftPartner,8 minutes remain,1787591384.5690382
um435zd7,151,eey9ixt8,14-bargaining_tdl_main-127_2_3,RightPartner,"likewise orange is a nice color,  reminds me of a Mai Tai ",1787591398.8691406
um435zd7,148,diltflrb,14-bargaining_tdl_main-127_2_3,LeftPartner,I'm sure they want us to talk about or talk between the two and decide how we want to lend our support.,1787591407.3293586
um435zd7,148,diltflrb,14-bargaining_tdl_main-127_2_3,LeftPartner,I'm glad you think so because I don't like orange much ha,1787591415.1801133
um435zd7,151,eey9ixt8,14-bargaining_tdl_main-127_2_3,RightPartner,that make sense but i don't know what we are supporting. i assume this is a test about being fair and favoring connections,1787591450.7904627
um435zd7,148,diltflrb,14-bargaining_tdl_main-127_2_3,LeftPartner,Yeah hopefully the researchers can still get something out of this. It makes the decision real easy when there are only two of us,1787591488.8090522
um435zd7,148,diltflrb,14-bargaining_tdl_main-127_2_3,LeftPartner,Probably testing trust since both conversations are public to everyone,1787591498.6537535
um435zd7,151,eey9ixt8,14-bargaining_tdl_main-127_2_3,RightPartner,"hmm true , a test of honesty not that its the chance since yellow never responsed",1787591523.180666
um435zd7,148,diltflrb,14-bargaining_tdl_main-127_2_3,LeftPartner,"Are we allowed to talk about the study as a whole? Curiously, the study description says we could earn up to $9, not sure how that'll happen",1787591578.1625533
um435zd7,163,55kj0soj,14-bargaining_tdl_main-128_1_3,LeftPartner,hi there,1787591586.5822942
um435zd7,163,55kj0soj,14-bargaining_tdl_main-128_2_3,RightPartner,hi there,1787591588.5157392
um435zd7,161,9tossymw,14-bargaining_tdl_main-128_2_3,LeftPartner,hi how are you,1787591593.267727
um435zd7,163,55kj0soj,14-bargaining_tdl_main-128_2_3,RightPartner,good! would you like to support each other,1787591607.8064342
um435zd7,161,9tossymw,14-bargaining_tdl_main-128_2_3,LeftPartner,sure,1787591613.9777734
um435zd7,151,eey9ixt8,14-bargaining_tdl_main-127_2_3,RightPartner,it s a bonus based on the attention check a page earlier. something about two people winning $3 and one gets 0 depending on the choices ,1787591619.5622027
um435zd7,163,55kj0soj,14-bargaining_tdl_main-128_2_3,RightPartner,ok sounds good,1787591619.7606645
um435zd7,148,diltflrb,14-bargaining_tdl_main-127_2_3,LeftPartner,"Whatever the case, I'll just do whatever is in the best interest of us. Make it as equitable as possible",1787591621.5597456
um435zd7,151,eey9ixt8,14-bargaining_tdl_main-127_2_3,RightPartner,agreed. ,1787591631.3340518
um435zd7,161,9tossymw,14-bargaining_tdl_main-128_1_2,RightPartner,hi,1787591632.135067
um435zd7,178,becuite9,14-bargaining_tdl_main-129_2_3,RightPartner,Hello! How are you doing today?,1787591632.4832418
um435zd7,150,3eu4o3bk,14-bargaining_tdl_main-128_1_2,LeftPartner,I am going to select orange.,1787591636.2823162
um435zd7,161,9tossymw,14-bargaining_tdl_main-128_1_2,RightPartner,ok,1787591641.1459095
um435zd7,178,becuite9,14-bargaining_tdl_main-129_1_3,LeftPartner,hello! how are you doing?,1787591643.053136
um435zd7,152,xqjbc668,14-bargaining_tdl_main-130_1_3,RightPartner,Hello?,1787591647.8174655
um435zd7,151,eey9ixt8,14-bargaining_tdl_main-127_2_3,RightPartner,not like it would make sense to support yellow whos not even here,1787591648.746639
um435zd7,152,xqjbc668,14-bargaining_tdl_main-130_1_2,LeftPartner,Hello?,1787591651.0444221
um435zd7,162,b15rd1da,14-bargaining_tdl_main-130_1_2,RightPartner,Hi,1787591654.8311627
um435zd7,162,b15rd1da,14-bargaining_tdl_main-130_2_3,LeftPartner,Hi,1787591656.6057997
um435zd7,190,jxj0j4oo,14-bargaining_tdl_main-130_2_3,RightPartner,hello,1787591662.3400545
um435zd7,190,jxj0j4oo,14-bargaining_tdl_main-130_1_3,LeftPartner,hello,1787591665.6316452
um435zd7,148,diltflrb,14-bargaining_tdl_main-127_2_3,LeftPartner,True true. ,1787591675.576822
um435zd7,152,xqjbc668,14-bargaining_tdl_main-130_1_2,LeftPartner,So are you also with Purple? I'm seeing how much I fully believe their experiment.,1787591683.9149868
um435zd7,190,jxj0j4oo,14-bargaining_tdl_main-130_1_3,LeftPartner,im happy to support you if your willing to support me too. we can both get 3 dolars,1787591694.989311
um435zd7,152,xqjbc668,14-bargaining_tdl_main-130_1_3,RightPartner,So are you also chatting with orange? I'm seeing if they described their experiment accurately.,1787591697.4426348
um435zd7,176,aa2u2o8g,14-bargaining_tdl_main-131_2_3,LeftPartner,Hello!,1787591700.6895103
um435zd7,182,tygkzh1p,14-bargaining_tdl_main-131_2_3,RightPartner,hey do you want to support each other,1787591701.2367845
um435zd7,152,xqjbc668,14-bargaining_tdl_main-130_1_3,RightPartner,"Sure, sounds good to me. ",1787591701.5758266
um435zd7,190,jxj0j4oo,14-bargaining_tdl_main-130_2_3,RightPartner,who are you thinking of supporting,1787591706.4919212
um435zd7,176,aa2u2o8g,14-bargaining_tdl_main-131_2_3,LeftPartner,"Yes, absolutely. Let's do that.",1787591710.3908467
um435zd7,178,becuite9,14-bargaining_tdl_main-129_1_3,LeftPartner,looks like orange is already gone,1787591711.9955797
um435zd7,153,y77a4hta,14-bargaining_tdl_main-129_1_3,RightPartner,hello! i'm great how are you,1787591712.809103
um435zd7,182,tygkzh1p,14-bargaining_tdl_main-131_2_3,RightPartner,ok!,1787591714.588569
um435zd7,152,xqjbc668,14-bargaining_tdl_main-130_1_3,RightPartner,"Seems like this is ""asshole's dilemma.""",1787591715.6141403
um435zd7,153,y77a4hta,14-bargaining_tdl_main-129_1_3,RightPartner,yes i see that,1787591720.177941
um435zd7,176,aa2u2o8g,14-bargaining_tdl_main-131_2_3,LeftPartner,Thank you very much!,1787591720.65593
um435zd7,178,becuite9,14-bargaining_tdl_main-129_1_3,LeftPartner,I'm doing great! Looks like this is an easy choice then by the end lol,1787591731.169637
um435zd7,162,b15rd1da,14-bargaining_tdl_main-130_2_3,LeftPartner,i don't know yet lol,1787591733.012004
